slug,display_name_en,category,muscle_group,confidence,duplicate_of_existing_slug,source_folder_en,source_filename_reference_only,unresolved_terms_debug,source_abs_path
twists-of-the-elbow-for-knee,Twists of the elbow for knee,functional_hiit,,high,no,Functional / HIIT,Torções do Cotovelo para o Joelho.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Torções do Cotovelo para o Joelho.gif
pull-lateral-with-elastic,Pull lateral with elastic,functional_hiit,,high,no,Functional / HIIT,Tração lateral com elástico.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Tração lateral com elástico.gif
triceps-french-with-resistance-band-overhead-of-the-head,Triceps french with resistance band overhead of the head,functional_hiit,,high,no,Functional / HIIT,Tríceps Francês com Faixa Elástica Acima da Cabeça.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Tríceps Francês com Faixa Elástica Acima da Cabeça.gif
triceps-french-standing-with-gymstick,Triceps french standing with gymstick,functional_hiit,,high,no,Functional / HIIT,Tríceps Francês em Pé com Gymstick.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Tríceps Francês em Pé com Gymstick.gif
triceps-forehead-with-resistance-band,Triceps forehead with resistance band,functional_hiit,,high,no,Functional / HIIT,Tríceps Testa com Faixa Elástica.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Tríceps Testa com Faixa Elástica.gif
v-up-with-ball-of-stability,V up with ball of stability,functional_hiit,,high,no,Functional / HIIT,V-Up com Bola de Estabilidade.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\V-Up com Bola de Estabilidade.gif
wall-sit-with-incline-of-trunk,Wall sit with incline of trunk,functional_hiit,,high,no,Functional / HIIT,Wall Sit com Inclinação de Tronco.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Wall Sit com Inclinação de Tronco.gif
wall-sit,Wall sit,functional_hiit,,high,no,Functional / HIIT,Wall Sit.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Wall Sit.gif
hugs-on-knees-standing,Hugs on knees standing,stretching_mobility,,high,no,Stretching / Mobility,Abraços nos Joelhos em Pé.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Abraços nos Joelhos em Pé.gif
adduction-of-legs-stretch-of-the-adductor-magnus,Adduction of legs stretch of the adductor magnus,stretching_mobility,,high,no,Stretching / Mobility,adução de pernas (alongamento do adutor maior).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\adução de pernas (alongamento do adutor maior).gif
adduction-of-hip-lying-on-side,Adduction of hip lying on side,stretching_mobility,,high,no,Stretching / Mobility,Adução de quadril deitado de lado.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Adução de quadril deitado de lado.gif
stretch-hug-with-taps-on-back,Stretch hug with taps on back,stretching_mobility,,high,no,Stretching / Mobility,Alongamento Abraço com Tapinhas nas Costas.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento Abraço com Tapinhas nas Costas.gif
stretch-assisted-reverse-chest-and-shoulder,Stretch assisted reverse chest and shoulder,stretching_mobility,,high,no,Stretching / Mobility,Alongamento assistido reverso (peitoral e ombro).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento assistido reverso (peitoral e ombro).gif
stretch-butterfly,Stretch butterfly,stretching_mobility,,high,no,Stretching / Mobility,Alongamento Borboleta.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento Borboleta.gif
stretch-with-pvc-on-position-front-rack-position,Stretch with pvc on position front rack position,stretching_mobility,,high,no,Stretching / Mobility,Alongamento com PVC na Posição Frontal de Rack.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento com PVC na Posição Frontal de Rack.gif
stretch-of-the-sphinx,Stretch of the sphinx,stretching_mobility,,high,no,Stretching / Mobility,Alongamento da Esfinge.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento da Esfinge.gif
stretch-of-the-calf-squatting,Stretch of the calf squatting,stretching_mobility,,high,no,Stretching / Mobility,Alongamento da panturrilha agachado.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento da panturrilha agachado.gif
stretch-of-the-calf-with-heel-drop,Stretch of the calf with heel drop,stretching_mobility,,high,no,Stretching / Mobility,Alongamento da panturrilha com descida do calcanhar.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento da panturrilha com descida do calcanhar.gif
stretch-of-the-upper-back,Stretch of the upper back,stretching_mobility,,high,no,Stretching / Mobility,Alongamento da parte superior das costas.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento da parte superior das costas.gif
stretch-of-the-back-with-foam-roller,Stretch of the back with foam roller,stretching_mobility,,high,no,Stretching / Mobility,Alongamento das Costas com Rolo de Espuma.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento das Costas com Rolo de Espuma.gif
stretch-of-adductors-with-legs-apart-standing,Stretch of adductors with legs apart standing,stretching_mobility,,high,no,Stretching / Mobility,Alongamento de Adutores com Pernas Afastadas em Pé.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento de Adutores com Pernas Afastadas em Pé.gif
stretch-of-glutes-lying,Stretch of glutes lying,stretching_mobility,,high,no,Stretching / Mobility,Alongamento de Glúteos Deitado.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento de Glúteos Deitado.gif
stretch-of-hamstrings-lying,Stretch of hamstrings lying,stretching_mobility,,high,no,Stretching / Mobility,Alongamento de Isquiotibiais deitado.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento de Isquiotibiais deitado.gif
stretch-of-hamstrings-standing,Stretch of hamstrings standing,stretching_mobility,,high,no,Stretching / Mobility,Alongamento de Isquiotibiais em Pé.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento de Isquiotibiais em Pé.gif
stretch-of-shoulder-with-arm-crossed,Stretch of shoulder with arm crossed,stretching_mobility,,high,no,Stretching / Mobility,Alongamento de ombro com o braço cruzado.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento de ombro com o braço cruzado.gif
stretch-of-reverse-shoulder-standing,Stretch of reverse shoulder standing,stretching_mobility,,high,no,Stretching / Mobility,Alongamento de ombro reverso em pé.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento de ombro reverso em pé.gif
stretch-of-calf-with-rope,Stretch of calf with rope,stretching_mobility,,high,no,Stretching / Mobility,Alongamento de Panturrilha com Corda.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento de Panturrilha com Corda.gif
stretch-of-calf-with-one-leg-extended,Stretch of calf with one leg extended,stretching_mobility,,high,no,Stretching / Mobility,Alongamento de panturrilha com uma perna esticada.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento de panturrilha com uma perna esticada.gif
stretch-of-calf-with-one-leg,Stretch of calf with one leg,stretching_mobility,,high,no,Stretching / Mobility,Alongamento de panturrilha com uma perna.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento de panturrilha com uma perna.gif
stretch-of-calf-in-step-wide,Stretch of calf in step wide,stretching_mobility,,high,no,Stretching / Mobility,Alongamento de panturrilha em passo largo.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento de panturrilha em passo largo.gif
stretch-of-calf-in-position-static,Stretch of calf in position static,stretching_mobility,,high,no,Stretching / Mobility,Alongamento de panturrilha em posição estática.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento de panturrilha em posição estática.gif
stretch-of-calf-against-wall,Stretch of calf against wall,stretching_mobility,,high,no,Stretching / Mobility,Alongamento de panturrilha na parede.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento de panturrilha na parede.gif
stretch-of-legs-double,Stretch of legs double,stretching_mobility,,high,no,Stretching / Mobility,Alongamento de Pernas Duplo.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento de Pernas Duplo.gif
stretch-of-wrist,Stretch of wrist,stretching_mobility,,high,no,Stretching / Mobility,Alongamento de Punho.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento de Punho.gif
stretch-of-hip-90-90,Stretch of hip 90 90,stretching_mobility,,high,no,Stretching / Mobility,Alongamento de quadril 90-90.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento de quadril 90-90.gif
stretch-of-quadriceps-kneeling,Stretch of quadriceps kneeling,stretching_mobility,,high,no,Stretching / Mobility,Alongamento de Quadríceps ajoelhado.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento de Quadríceps ajoelhado.gif
stretch-of-quadriceps-in-four-supports,Stretch of quadriceps in four supports,stretching_mobility,,high,no,Stretching / Mobility,Alongamento de Quadríceps em Quatro Apoios.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento de Quadríceps em Quatro Apoios.gif
stretch-of-rotation-of-the-spine-standing,Stretch of rotation of the spine standing,stretching_mobility,,high,no,Stretching / Mobility,Alongamento de rotação da coluna em pé.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento de rotação da coluna em pé.gif
stretch-of-triceps-standing,Stretch of triceps standing,stretching_mobility,,high,no,Stretching / Mobility,Alongamento de tríceps em pé.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento de tríceps em pé.gif
stretch-dynamic-of-the-chest,Stretch dynamic of the chest,stretching_mobility,,high,no,Stretching / Mobility,Alongamento Dinâmico do Peitoral.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento Dinâmico do Peitoral.gif
stretch-of-the-deflector-ulnar-and-extensor-of-the-wrist,Stretch of the deflector ulnar and extensor of the wrist,stretching_mobility,,high,no,Stretching / Mobility,Alongamento do desviador ulnar e extensor do punho.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento do desviador ulnar e extensor do punho.gif
stretch-of-the-gastrocnemius-with-knee-bent,Stretch of the gastrocnemius with knee bent,stretching_mobility,,high,no,Stretching / Mobility,Alongamento do Gastrocnêmio com Joelho Flexionado.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento do Gastrocnêmio com Joelho Flexionado.gif
stretch-of-the-rotator-cuff-rotator,Stretch of the rotator cuff rotator,stretching_mobility,,high,no,Stretching / Mobility,Alongamento do manguito rotador.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento do manguito rotador.gif
stretch-of-the-shoulder-with-towel,Stretch of the shoulder with towel,stretching_mobility,,high,no,Stretching / Mobility,Alongamento do ombro com toalha.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento do ombro com toalha.gif
stretch-of-the-chest-overhead-of-the-head,Stretch of the chest overhead of the head,stretching_mobility,,high,no,Stretching / Mobility,Alongamento do Peito Acima da Cabeça.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento do Peito Acima da Cabeça.gif
stretch-of-the-chest-with-foam-roller,Stretch of the chest with foam roller,stretching_mobility,,high,no,Stretching / Mobility,Alongamento do peito com rolo de espuma.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento do peito com rolo de espuma.gif
stretch-of-the-chest-and-part-front-of-the-shoulders,Stretch of the chest and part front of the shoulders,stretching_mobility,,high,no,Stretching / Mobility,Alongamento do Peito e Parte Frontal dos Ombros.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento do Peito e Parte Frontal dos Ombros.gif
stretch-of-the-chest-to-back,Stretch of the chest to back,stretching_mobility,,high,no,Stretching / Mobility,Alongamento do Peitoral até as Costas.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento do Peitoral até as Costas.gif
stretch-of-the-chest-with-one-arm-standing,Stretch of the chest with one arm standing,stretching_mobility,,high,no,Stretching / Mobility,Alongamento do Peitoral com um Braço em Pé.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento do Peitoral com um Braço em Pé.gif
stretch-of-the-chest-and-of-the-shoulder-on-doorway,Stretch of the chest and of the shoulder on doorway,stretching_mobility,,high,no,Stretching / Mobility,Alongamento do peitoral e do ombro na porta.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento do peitoral e do ombro na porta.gif
stretch-of-the-chest-reverse,Stretch of the chest reverse,stretching_mobility,,high,yes,Stretching / Mobility,Alongamento do peitoral reverso.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento do peitoral reverso.gif
stretch-of-the-piriformis-seated,Stretch of the piriformis seated,stretching_mobility,,high,no,Stretching / Mobility,Alongamento do Piriforme Sentado.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento do Piriforme Sentado.gif
stretch-of-the-tendon-of-achilles-standing,Stretch of the tendon of achilles standing,stretching_mobility,,high,no,Stretching / Mobility,Alongamento do tendão de Aquiles em pé.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento do tendão de Aquiles em pé.gif
stretch-of-the-tibial-posterior,Stretch of the tibial posterior,stretching_mobility,,high,no,Stretching / Mobility,Alongamento do tibial posterior.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento do tibial posterior.gif
stretch-of-the-tract-iliotibial-with-foam-roller,Stretch of the tract iliotibial with foam roller,stretching_mobility,,high,no,Stretching / Mobility,Alongamento do trato iliotibial com rolo de espuma.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento do trato iliotibial com rolo de espuma.gif
stretch-of-the-adductors-with-leg-extended-kneeling,Stretch of the adductors with leg extended kneeling,stretching_mobility,,high,no,Stretching / Mobility,Alongamento dos Adutores com a Perna Estendida ajoelhado.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento dos Adutores com a Perna Estendida ajoelhado.gif
stretch-of-the-adductors-with-legs-open-standing,Stretch of the adductors with legs open standing,stretching_mobility,,high,no,Stretching / Mobility,Alongamento dos Adutores com Pernas Abertas em Pé.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento dos Adutores com Pernas Abertas em Pé.gif
stretch-of-the-adductors-of-the-thigh-with-foam-roller,Stretch of the adductors of the thigh with foam roller,stretching_mobility,,high,no,Stretching / Mobility,Alongamento dos adutores da coxa com rolo de espuma.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento dos adutores da coxa com rolo de espuma.gif
stretch-of-the-adductors-in-position-seated-with-legs-open,Stretch of the adductors in position seated with legs open,stretching_mobility,,high,no,Stretching / Mobility,Alongamento dos Adutores em Posição Sentada com Pernas Abertas.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento dos Adutores em Posição Sentada com Pernas Abertas.gif
stretch-of-the-adductors-seated,Stretch of the adductors seated,stretching_mobility,,high,no,Stretching / Mobility,Alongamento dos adutores sentado.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento dos adutores sentado.gif
stretch-of-the-extensors-of-the-toes-of-the-feet,Stretch of the extensors of the toes of the feet,stretching_mobility,,high,no,Stretching / Mobility,Alongamento dos Extensores dos Dedos dos Pés.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento dos Extensores dos Dedos dos Pés.gif
stretch-of-the-flexors-of-hip-kneeling,Stretch of the flexors of hip kneeling,stretching_mobility,,high,no,Stretching / Mobility,Alongamento dos flexores de quadril ajoelhado.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento dos flexores de quadril ajoelhado.gif
stretch-of-the-flexors-of-the-hip-in-position-of-knee,Stretch of the flexors of the hip in position of knee,stretching_mobility,,high,no,Stretching / Mobility,Alongamento dos flexores do quadril em posição de joelho.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento dos flexores do quadril em posição de joelho.gif
stretch-of-the-flexors-of-the-toes-of-the-feet-standing,Stretch of the flexors of the toes of the feet standing,stretching_mobility,,high,no,Stretching / Mobility,Alongamento dos flexores dos dedos dos pés em pé.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento dos flexores dos dedos dos pés em pé.gif
stretch-of-the-hamstrings-standing-with-leg-crossed,Stretch of the hamstrings standing with leg crossed,stretching_mobility,,high,no,Stretching / Mobility,Alongamento dos isquiotibiais em pé com a perna cruzada.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento dos isquiotibiais em pé com a perna cruzada.gif
stretch-of-the-hamstrings-standing,Stretch of the hamstrings standing,stretching_mobility,,high,no,Stretching / Mobility,Alongamento dos isquiotibiais em pé.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento dos isquiotibiais em pé.gif
stretch-of-the-hamstrings-seated,Stretch of the hamstrings seated,stretching_mobility,,high,no,Stretching / Mobility,Alongamento dos Isquiotibiais Sentado.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento dos Isquiotibiais Sentado.gif
stretch-of-the-lats-back-with-foam-roller,Stretch of the lats back with foam roller,stretching_mobility,,high,no,Stretching / Mobility,Alongamento dos latíssimos dorsais com rolo de espuma.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento dos latíssimos dorsais com rolo de espuma.gif
stretch-of-the-shoulders-for-behind-of-the-back,Stretch of the shoulders for behind of the back,stretching_mobility,,high,no,Stretching / Mobility,Alongamento dos ombros por trás das costas.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento dos ombros por trás das costas.gif
stretch-in-circles-on-wrists,Stretch in circles on wrists,stretching_mobility,,high,no,Stretching / Mobility,Alongamento em Círculos nos Punhos.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\8° MANUAL DE ESTIRAMIENTO Y MOVILIDAD\GIFs DE ESTIRAMIENTO Y MOVILIDAD\Alongamento em Círculos nos Punhos.gif
